index,start_time,mode,map,place,duration,nickname,legend,skin,kills,assists,knocks,damage,time_survived,revive_given,respawn_given
88,2023-03-02 12:21:00,ranked,storm_point,20,3.0,ksyron,valkyrie,,0,0,1,93,74,0,0
89,2023-03-02 12:24:00,ranked,storm_point,8,10.0,AetherealTea,wattson,haute_drop,2,2,2,600,492,0,0
89,2023-03-02 12:24:00,ranked,storm_point,8,10.0,ksyron,valkyrie,,2,1,4,95,492,2,0
89,2023-03-02 12:24:00,ranked,storm_point,8,10.0,NiFaLeM,fuse,,0,1,0,196,492,1,0
90,2023-03-04 13:57:00,trios,worlds_edge,8,5.0,AetherealTea,wraith,,1,1,1,75,-1,0,0
90,2023-03-04 13:57:00,trios,worlds_edge,8,5.0,Rocket,caustic,,1,1,1,444,-1,0,0
90,2023-03-04 13:57:00,trios,worlds_edge,8,5.0,Twitch-Eveskii,newcastle,,0,0,0,138,190,0,0
91,2023-03-04 14:02:00,ranked,worlds_edge,9,8.0,AetherealTea,wattson,dire_wolf,0,0,0,99,371,0,0
91,2023-03-04 14:02:00,ranked,worlds_edge,9,8.0,Lust,loba,,0,0,1,298,392,0,0
91,2023-03-04 14:02:00,ranked,worlds_edge,9,8.0,Ahiers (,mirage,,0,0,0,7,392,0,0
92,2023-03-04 14:10:00,ranked,worlds_edge,4,12.0,AetherealTea,wattson,kawaii_kitty,3,1,3,537,587,0,2
92,2023-03-04 14:10:00,ranked,worlds_edge,4,12.0,JoJ,octane,,3,3,3,815,600,0,0
92,2023-03-04 14:10:00,ranked,worlds_edge,4,12.0,Bombora,valkyrie,,2,1,2,418,600,0,0
93,2023-03-04 14:23:00,ranked,worlds_edge,11,6.0,AetherealTea,wattson,lightning_spirit,1,1,1,600,325,0,0
93,2023-03-04 14:23:00,ranked,worlds_edge,11,6.0,LuckyCharms«,mirage,,0,1,0,127,318,2,0
93,2023-03-04 14:23:00,ranked,worlds_edge,11,6.0,Rubetucin,pathfinder,,3,1,3,429,301,0,0
94,2023-03-04 14:30:00,ranked,worlds_edge,13,4.0,AetherealTea,wattson,haute_drop,0,0,0,3,199,0,0
94,2023-03-04 14:30:00,ranked,worlds_edge,13,4.0,FmsTtsFourHt,pathfinder,,0,0,0,35,196,0,0
94,2023-03-04 14:30:00,ranked,worlds_edge,13,4.0,pathussy,bloodhound,,0,0,0,-1,199,0,0
95,2023-03-04 14:35:00,ranked,worlds_edge,18,3.0,AetherealTea,wattson,electric_camo,0,0,0,196,126,0,0
95,2023-03-04 14:35:00,ranked,worlds_edge,18,3.0,My Tight Little Stuffer,ash,,0,0,0,168,126,0,0
95,2023-03-04 14:35:00,ranked,worlds_edge,18,3.0,he say that im good er,wraith,,0,0,0,255,126,0,0
96,2023-03-04 14:40:00,ranked,worlds_edge,13,6.0,AetherealTea,wattson,dire_wolf,1,0,1,317,245,2,0
96,2023-03-04 14:40:00,ranked,worlds_edge,13,6.0,,fuse,,1,1,1,508,245,0,0
96,2023-03-04 14:40:00,ranked,worlds_edge,13,6.0,Alpharimi3,revenant,,1,0,1,186,245,0,0
97,2023-03-04 14:46:00,ranked,worlds_edge,1,22.0,AetherealTea,wattson,kawaii_kitty,9,0,9,1883,1214,0,0
97,2023-03-04 14:46:00,ranked,worlds_edge,1,22.0,PoserPixel,pathfinder,,2,3,2,586,1214,0,0
97,2023-03-04 14:46:00,ranked,worlds_edge,1,22.0,"Rus - Hi, Peace",lifeline,,1,4,1,1950,1214,1,0
98,2023-03-04 22:41:00,duos,storm_point,32,2.0,AetherealTea,ash,,0,0,0,90,48,0,0
98,2023-03-04 22:41:00,duos,storm_point,32,2.0,NiFaLeM,fuse,,0,0,0,33,47,0,0
99,2023-03-04 22:44:00,duos,storm_point,28,2.0,AetherealTea,ash,,0,0,0,190,46,0,0
99,2023-03-04 22:44:00,duos,storm_point,28,2.0,NiFaLeM,fuse,,0,0,0,76,46,0,0
100,2023-03-04 22:46:00,duos,storm_point,30,2.0,AetherealTea,ash,,0,0,0,74,51,0,0
100,2023-03-04 22:46:00,duos,storm_point,30,2.0,NiFaLeM,fuse,,0,0,0,30,51,0,0
101,2023-03-05 09:19:00,trios,worlds_edge,1,18.0,AetherealTea,wraith,,2,1,2,577,980,0,1
101,2023-03-05 09:19:00,trios,worlds_edge,1,18.0,ksyron,catalyst,,4,2,4,19,980,1,0
101,2023-03-05 09:19:00,trios,worlds_edge,1,18.0,NiFaLeM,fuse,,1,2,1,233,980,0,0
102,2023-03-05 09:37:00,ranked,worlds_edge,10,8.0,AetherealTea,wraith,,0,0,0,100,389,0,0
102,2023-03-05 09:37:00,ranked,worlds_edge,10,8.0,ksyron,catalyst,,0,0,0,2,389,0,0
102,2023-03-05 09:37:00,ranked,worlds_edge,10,8.0,NiFaLeM,fuse,,0,0,0,25,372,0,0
103,2023-03-05 09:45:00,ranked,worlds_edge,18,3.0,AetherealTea,wattson,haute_drop,0,0,1,237,98,0,0
103,2023-03-05 09:45:00,ranked,worlds_edge,18,3.0,ksyron,valkyrie,,0,0,0,46,88,0,0
103,2023-03-05 09:45:00,ranked,worlds_edge,18,3.0,NiFaLeM,fuse,,0,0,0,78,98,0,0
104,2023-03-05 09:49:00,ranked,worlds_edge,18,5.0,AetherealTea,wattson,electric_camo,0,0,0,16,213,0,0
104,2023-03-05 09:49:00,ranked,worlds_edge,18,5.0,ksyron,valkyrie,,0,0,0,44,213,0,0
104,2023-03-05 09:49:00,ranked,worlds_edge,18,5.0,Unknown,,,0,0,0,66,213,0,0
105,2023-03-05 09:55:00,ranked,worlds_edge,20,2.0,AetherealTea,wattson,kawaii_kitty,0,0,0,93,77,0,0
105,2023-03-05 09:55:00,ranked,worlds_edge,20,2.0,ksyron,valkyrie,,0,0,0,93,77,0,0
105,2023-03-05 09:55:00,ranked,worlds_edge,20,2.0,NiFaLeM,fuse,,0,0,0,45,76,0,0
106,2023-03-05 09:58:00,ranked,worlds_edge,15,5.0,AetherealTea,wattson,,2,0,3,588,240,0,0
106,2023-03-05 09:58:00,ranked,worlds_edge,15,5.0,ksyron,valkyrie,,0,0,0,50,174,0,0
106,2023-03-05 09:58:00,ranked,worlds_edge,15,5.0,Unknown,,,0,2,0,134,239,0,0
107,2023-03-05 10:04:00,ranked,storm_point,19,3.0,AetherealTea,wattson,haute_drop,0,0,1,168,109,0,0
107,2023-03-05 10:04:00,ranked,storm_point,19,3.0,ksyron,valkyrie,,0,0,0,213,110,0,0
107,2023-03-05 10:04:00,ranked,storm_point,19,3.0,NiFaLeM,fuse,,0,0,0,143,110,0,0
108,2023-03-05 10:07:00,trios,storm_point,18,3.0,AetherealTea,wattson,electric_camo,1,0,1,294,106,0,0
108,2023-03-05 10:07:00,trios,storm_point,18,3.0,ksyron,valkyrie,,0,0,0,-1,93,0,0
108,2023-03-05 10:07:00,trios,storm_point,18,3.0,NiFaLeM,fuse,,0,0,0,0,106,0,0
109,2023-03-05 10:10:00,trios,storm_point,19,2.0,AetherealTea,crypto,,0,0,0,72,49,0,0
109,2023-03-05 10:10:00,trios,storm_point,19,2.0,ksyron,valkyrie,,0,0,0,34,49,0,0
109,2023-03-05 10:10:00,trios,storm_point,19,2.0,NiFaLeM,fuse,,0,0,0,26,48,0,0
110,2023-03-05 10:13:00,trios,storm_point,15,3.0,AetherealTea,crypto,,1,0,1,208,123,0,0
110,2023-03-05 10:13:00,trios,storm_point,15,3.0,ksyron,catalyst,,1,0,1,-1,123,0,0
110,2023-03-05 10:13:00,trios,storm_point,15,3.0,NiFaLeM,fuse,,1,1,1,201,122,0,0
111,2023-03-05 10:16:00,trios,storm_point,14,3.0,AetherealTea,crypto,,1,1,1,216,107,0,0
111,2023-03-05 10:16:00,trios,storm_point,14,3.0,NiFaLeM,fuse,,1,1,1,7,107,0,0
111,2023-03-05 10:16:00,trios,storm_point,14,3.0,ksyron,catalyst,,0,2,0,250,107,0,0
112,2023-03-05 10:22:00,trios,storm_point,19,2.0,AetherealTea,crypto,,0,0,1,205,425,0,0
112,2023-03-05 10:22:00,trios,storm_point,19,2.0,ksyron,catalyst,,0,0,0,102,44,0,0
112,2023-03-05 10:22:00,trios,storm_point,19,2.0,NiFaLeM,fuse,,0,0,0,58,425,0,0
113,2023-03-05 10:25:00,trios,storm_point,8,7.0,AetherealTea,crypto,,0,0,0,68,393,0,0
113,2023-03-05 10:25:00,trios,storm_point,8,7.0,ksyron,catalyst,,0,0,0,316,393,1,0
113,2023-03-05 10:25:00,trios,storm_point,8,7.0,NiFaLeM,fuse,,0,0,1,49,388,0,0
114,2023-03-05 10:33:00,trios,broken_moon,5,11.0,AetherealTea,crypto,,2,1,3,904,573,0,0
114,2023-03-05 10:33:00,trios,broken_moon,5,11.0,ksyron,catalyst,,6,2,6,1497,573,3,1
114,2023-03-05 10:33:00,trios,broken_moon,5,11.0,NiFaLeM,fuse,,2,1,2,473,570,1,0
115,2023-03-05 10:44:00,trios,broken_moon,15,3.0,AetherealTea,crypto,,0,1,1,463,124,0,0
115,2023-03-05 10:44:00,trios,broken_moon,15,3.0,ksyron,catalyst,,0,0,0,0,125,0,0
115,2023-03-05 10:44:00,trios,broken_moon,15,3.0,NiFaLeM,fuse,,1,0,1,78,125,0,0
116,2023-03-05 10:47:00,trios,broken_moon,5,11.0,AetherealTea,crypto,,1,1,1,449,544,3,0
116,2023-03-05 10:47:00,trios,broken_moon,5,11.0,NiFaLeM,fuse,,0,0,0,83,512,0,0
116,2023-03-05 10:47:00,trios,broken_moon,5,11.0,ksyron,catalyst,,2,1,2,838,581,1,1
117,2023-03-05 10:59:00,trios,broken_moon,10,4.0,AetherealTea,crypto,,0,0,0,7,178,0,0
117,2023-03-05 10:59:00,trios,broken_moon,10,4.0,ksyron,catalyst,,0,0,1,246,178,1,0
117,2023-03-05 10:59:00,trios,broken_moon,10,4.0,NiFaLeM,fuse,,0,0,0,50,67,0,0
118,2023-03-05 11:04:00,ranked,storm_point,1,18.0,AetherealTea,wattson,dire_wolf,5,3,5,1362,988,2,0
118,2023-03-05 11:04:00,ranked,storm_point,1,18.0,NiFaLeM,fuse,,0,4,2,451,988,0,0
118,2023-03-05 11:04:00,ranked,storm_point,1,18.0,ksyron,catalyst,,4,1,4,1259,988,1,0
119,2023-03-05 11:23:00,ranked,storm_point,2,22.0,AetherealTea,wattson,kawaii_kitty,1,3,1,1040,1247,0,0
119,2023-03-05 11:23:00,ranked,storm_point,2,22.0,ksyron,catalyst,,4,0,4,1649,1247,1,0
119,2023-03-05 11:23:00,ranked,storm_point,2,22.0,NiFaLeM,fuse,,0,0,1,884,1247,1,0
120,2023-03-05 11:46:00,ranked,storm_point,4,16.0,AetherealTea,wattson,,4,3,5,1014,893,1,0
120,2023-03-05 11:46:00,ranked,storm_point,4,16.0,ksyron,catalyst,,3,3,4,1217,893,0,0
